Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,5,MgO,0,No,0,No,0,No,100,TiO2,No,3,13.35
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,10,MgO,0,No,0,No,0,No,100,TiO2,No,3,10.07
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,20,MgO,0,No,0,No,0,No,100,TiO2,No,3,9.82
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,50,MgO,0,No,0,No,0,No,100,TiO2,No,3.2,4.91
"X. Feng, F. Pan, H. Zhao, W. Deng, P. Zhang, H.C. Zhou, Y. Li, Atomic layer deposition enabled MgO surface coating on porous TiO2 for improved CO2 photoreduction, Appl. Catal. B Environ. 238 (2018) 274–283. https://doi.org/10.1016/j.apcatb.2018.07.027.",Vis,298,1,Gas,97.7,No,0,Hydrothermal,ALD,298,100,MgO,0,No,0,No,0,No,100,TiO2,No,3.8,3.4
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,KHCO3,0.5,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,ZnS,No,3.6,54.81
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,2.4,Cu,0,No,100,ZnS,No,3.6,95.45
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,4.7,Cu,0,No,100,ZnS,No,3.6,116.53
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,11,Cu,0,No,100,ZnS,No,3.6,130.08
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,33,Cu,0,No,100,ZnS,No,3.6,78.52
"X. Meng, G. Zuo, P. Zong, H. Pang, J. Ren, X. Zeng, S. Liu, Y. Shen, W. Zhou, J. Ye, A rapidly room-temperature-synthesized Cd/ZnS:Cu Noocrystal photocatalyst for highly efficient solar-light-powered CO2 reduction, Appl. Catal. B Environ. 237 (2018) 68–73. https://doi.org/10.1016/j.apcatb.2018.05.066.",Vis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,49,Cu,0,No,100,ZnS,No,3.6,51.53
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0,Co,0,No,0,No,0,No,No,,3.13
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.01,Co,0,No,0,No,0,No,No,,3.86
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.01,Co,0,No,0,No,0,No,No,,4.96
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.02,Co,0,No,0,No,0,No,No,,2.71
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.03,Co,0,No,0,No,0,No,No,,1.94
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.04,Co,0,No,0,No,0,No,No,,1.07
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.06,Co,0,No,0,No,0,No,No,,0.35
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.02,Fe,0,No,0,No,0,No,No,,5.34
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.01,Co,0,No,0,No,0,No,No,,8.3
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,Solid state,298,99,Au,0.02,Ni,0,No,0,No,0,No,No,,14.23
"X. Cui, J. Wang, B. Liu, S. Ling, R. Long, Y. Xiong, Turning Au Nooclusters Catalytically Active for Visible-Light-Driven CO 2 Reduction through Bridging Ligands, J. Am. Chem. Soc. 140 (2018) 16514–16520. https://doi.org/10.1021/jacs.8b06723.",Vis,298,1,Liquid,No,TEOA,1,NP,NP,298,99,Au,0.03,Cu,0,No,0,No,0,No,No,,3.56
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,2.35,1.68
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,4.7,C3N4,NiO,2.65,2.69
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,2.43,C3N4,NiO,2.55,4.17
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,1.5,C3N4,NiO,2.55,3.31
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,1.2,C3N4,NiO,2.45,2.42
"J.Y. Tang, R.T. Guo, W.G. Zhou, C.Y. Huang, W.G. Pan, Ball-flower like NiO/g-C3N4 heterojunction for efficient visible light photocatalytic CO2 reduction, Appl. Catal. B Environ. 237 (2018) 802–810. https://doi.org/10.1016/j.apcatb.2018.06.042.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,NiO,No,2.5,0.55
"J. Guo, K. Wang, X. Wang, Photocatalytic reduction of CO2 with H2O vapor under visible light over Ce doped ZnFe2O4, Catal. Sci. Technol. 7 (2017) 6013–6025. https://doi.org/10.1039/c7cy01869j.",UVVis,473,1,Gas,,No,0,NP,NP,298,0,No,1,No,1,No,1,No,41,CeO2,ZnFe2O4,3.3,11.93
"J. Shan, F. Raziq, M. Humayun, W. Zhou, Y. Qu, G. Wang, Y. Li, Improved charge separation and surface activation via boron-doped layered polyhedron SrTiO3 for co-catalyst free photocatalytic CO2 conversion, Appl. Catal. B Environ. 219 (2017) 10–17. https://doi.org/10.1016/j.apcatb.2017.07.024.",Vis,298,1,Liquid,No,No,0,Solid state,NP,298,0,No,0,No,0,No,0,No,0,SrTiO3,No,2.64,25
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,44.95
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,17.64
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,22.9
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,9.96
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,12.16
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,11.08
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,7.3
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,8.96
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,9.32
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,8.27
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,298,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,9
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,308,1,Liquid,No,No,0,Thermal methods,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,2.7,12.63
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,308,1,Liquid,No,No,0,Thermal methods,Deposition-precipitation,298,1,AgBr,0,No,0,No,0,No,100,C3N4,No,2.64,37.9
"P. Murugesan, S. NarayaNo, M. Manickam, Experimental studies on photocatalytic reduction of CO2 using AgBr decorated g-C3N4 composite in TEA mediated system, J. CO2 Util. 22 (2017) 250–261. https://doi.org/10.1016/j.jcou.2017.10.012.",UV ,308,1,Liquid,No,No,0,NP,NP,298,1,AgBr,0,No,0,No,0,No,100,No,No,2.6,19.61
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,1,Ag,0,No,0,No,0,No,100,SrNb2O6,No,3.75,21.36
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,1,Ag,0,No,0,No,0,No,100,SrNb2O6,No,3.75,71.15
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,NP,298,0,No,0,No,0,No,0,No,100,SrNb2O6,No,3.9,34.73
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,IW,298,1,Ag,0,No,0,No,0,No,100,SrNb2O6,No,3.75,50.57
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Photodeposition,298,1,Ag,0,No,0,No,0,No,100,SrNb2O6,No,3.75,24.89
"R. Pang, K. Teramura, H. Asakura, S. Hosokawa, T. Tanaka, Highly selective photocatalytic conversion of CO2 by water over Ag-loaded SrNb2O6 Noorods, Appl. Catal. B Environ. 218 (2017) 770–778. https://doi.org/10.1016/j.apcatb.2017.06.052.",UV ,298,1,Liquid,No,NaHCO3,0.1,Solid state,Chemical reduction,298,0.5,Ag,0,No,0,No,0,No,100,SrNb2O6,No,3.75,76.95
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1.2,Gas,42,No,0,Commercial,Sol gel,298,1,ln2O3,0,No,0,No,0,No,100,TiO2,No,,120.5
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,0,No,0,No,0,No,100,TiO2,No,,172
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,5,ln2O3,0,No,0,No,0,No,100,TiO2,No,,157.5
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,53.48
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,0,No,0,No,0,No,100,TiO2,No,,132
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,0.5,Cu,0,No,0,No,100,TiO2,No,,163.96
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,26.79
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,2,Cu,0,No,0,No,100,TiO2,No,,50.12
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,0.5,Cu,0,No,0,No,100,TiO2,No,,5.18
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,49.78
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,2,Cu,0,No,0,No,100,TiO2,No,,10.54
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,18.3
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,31.01
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,44.21
"M. Tahir, B. Tahir, N.A. Saidina Amin, H. Alias, Selective photocatalytic reduction of CO 2 by H 2 O/H 2 to CH 4 and CH 3 OH over Cu-promoted In 2 O 3 /TiO 2 Noocatalyst, Appl. Surf. Sci. 389 (2016) 46–55. https://doi.org/10.1016/j.apsusc.2016.06.155.",UV ,298,1,Gas,42,No,0,Commercial,Sol gel,298,3,ln2O3,1,Cu,0,No,0,No,100,TiO2,No,,52.49
